

************************  1191.png  第216张  ************************


第1次扫线:

扫线最远行 = 1
左边线 = [1][21]    右边线 = [1][76]
左边线 = [2][17]    右边线 = [2][74]
左边线 = [3][13]    右边线 = [3][71]
左边线 = [4][10]    右边线 = [4][68]
左边线 = [5][6]    右边线 = [5][65]
左边线 = [6][2]    右边线 = [6][63]
左边线 = [7][0]    右边线 = [7][60]
左边线 = [8][0]    右边线 = [8][57]
左边线 = [9][0]    右边线 = [9][54]
左边线 = [10][0]    右边线 = [10][52]
左边线 = [11][0]    右边线 = [11][49]
左边线 = [12][0]    右边线 = [12][46]
左边线 = [13][0]    右边线 = [13][43]
左边线 = [14][0]    右边线 = [14][40]
左边线 = [15][0]    右边线 = [15][37]
左边线 = [16][0]    右边线 = [16][35]
左边线 = [17][0]    右边线 = [17][32]
左边线 = [18][0]    右边线 = [18][32]
左边线 = [19][0]    右边线 = [19][33]
左边线 = [20][0]    右边线 = [20][35]
左边线 = [21][0]    右边线 = [21][38]
左边线 = [22][0]    右边线 = [22][41]
左边线 = [23][0]    右边线 = [23][44]
左边线 = [24][0]    右边线 = [24][47]
左边线 = [25][0]    右边线 = [25][49]
左边线 = [26][0]    右边线 = [26][52]
左边线 = [27][0]    右边线 = [27][55]
左边线 = [28][0]    右边线 = [28][58]
左边线 = [29][0]    右边线 = [29][61]
左边线 = [30][0]    右边线 = [30][64]
左边线 = [31][0]    右边线 = [31][67]
左边线 = [32][0]    右边线 = [32][70]
左边线 = [33][0]    右边线 = [33][73]
左边线 = [34][0]    右边线 = [34][76]
左边线 = [35][0]    右边线 = [35][79]
左边线 = [36][0]    右边线 = [36][82]
左边线 = [37][0]    右边线 = [37][84]
左边线 = [38][0]    右边线 = [38][87]
左边线 = [39][0]    右边线 = [39][89]
左边线 = [40][0]    右边线 = [40][91]
左边线 = [41][0]    右边线 = [41][94]
左边线 = [42][0]    右边线 = [42][97]
左边线 = [43][0]    右边线 = [43][99]
左边线 = [44][0]    右边线 = [44][101]
左边线 = [45][0]    右边线 = [45][102]
左边线 = [46][0]    右边线 = [46][104]
左边线 = [47][0]    右边线 = [47][106]
左边线 = [48][0]    右边线 = [48][108]
左边线 = [49][0]    右边线 = [49][109]
左边线 = [50][0]    右边线 = [50][111]
左边线 = [51][0]    右边线 = [51][113]
左边线 = [52][0]    右边线 = [52][115]
左边线 = [53][0]    右边线 = [53][116]
左边线 = [54][0]    右边线 = [54][118]
左边线 = [55][0]    右边线 = [55][119]
左边线 = [56][0]    右边线 = [56][121]
左边线 = [57][0]    右边线 = [57][122]
左边线 = [58][0]    右边线 = [58][124]
左边线 = [59][0]    右边线 = [59][125]
左边线 = [60][0]    右边线 = [60][126]
左边线 = [61][0]    右边线 = [61][127]
左边线 = [62][0]    右边线 = [62][129]
左边线 = [63][0]    右边线 = [63][130]
左边线 = [64][0]    右边线 = [64][131]
左边线 = [65][0]    右边线 = [65][132]
左边线 = [66][0]    右边线 = [66][134]
左边线 = [67][0]    右边线 = [67][135]
左边线 = [68][0]    右边线 = [68][136]
左边线 = [69][0]    右边线 = [69][137]
左丢线行数 = 63
右丢线行数 = 0
↖未找到            未找到↗
↙未找到            未找到↘
未发现十字
未发现斜十字
当前图像结束处理

